GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4,N2O,HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),NF3,NOx,CO,NMVOC,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Year,Level
1. Energy,530267.7790463596,731.8201935180994,11.44070877720902,,,,,,1915.0381117930028,4260.591543464227,979.3076516099377,1243.3244180853703,2000,Sector
2.  Industrial processes and product use,38596.34721546193,6.05820932894135,19.97084785339634,6964.333102360221,518.6561076267035,"NO,NE",0.07923086141182,3.394918033e-05,30.51696123433885,559.5463711823949,593.690492365325,60.48227088050296,2000,Sector
