GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4,N2O,HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),NF3,NOx,CO,NMVOC,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Year,Level
1. Energy,343406.46181272925,255.9547731868476,7.95155826730183,,,,,,747.3976161930084,1095.091412682891,220.64559114202282,136.54963193945548,2019,Sector
2.  Industrial processes and product use,21788.280982000786,3.39210151592931,3.0387149052973,12333.145978974675,200.8581765675987,NO,0.02085786004888,2.096730672e-05,13.3837404044534,211.0270435525538,462.028291391347,19.68253568027616,2019,Sector
