GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4,N2O,HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),NF3,NOx,CO,NMVOC,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Year,Level
1. Energy,519744.62527999846,807.1017395896392,11.46416195832012,,,,,,1980.0284000814022,4685.9257575069105,1069.8031487740752,1297.1135314127737,1999,Sector
2.  Industrial processes and product use,41305.65919924143,6.53065777245524,19.3398714066861,8525.733722629047,412.3438056658791,"NO,NE",0.06525650286023,2.952102637e-05,34.19014541353378,627.5751333646537,628.63466404842,69.47169450003759,1999,Sector
