GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4,N2O,HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),NF3,NOx,CO,NMVOC,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Year,Level
1. Energy,357387.2862083253,264.62209748398834,8.0622542140013,,,,,,801.6840780863051,1181.970266604024,236.33134705921734,155.84165534937108,2018,Sector
2.  Industrial processes and product use,21593.61456331843,2.49357550725442,2.94661755758381,12950.550048104113,134.94397124161105,NO,0.0236165500735,2.096730672e-05,13.86147616141233,213.04685681792978,462.8488579379073,20.52910644448024,2018,Sector
