GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4,N2O,HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),NF3,NOx,CO,NMVOC,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Year,Level
1. Energy,521469.4019720987,437.18250199446715,9.70437584022109,,,,,,1576.1404195968983,2582.0590600728606,498.1456017564252,606.7722194862217,2007,Sector
2.  Industrial processes and product use,37897.5469818352,5.8052768874768,11.90174070419308,9964.982765223729,264.93432439613827,"NO,NE",0.03533789528807,2.287057689e-05,22.32749792446417,406.95028608767257,514.0413417272456,48.41247711355264,2007,Sector
