GREENHOUSE GAS SOURCE AND SINK CATEGORIES,CO2 (kt),CH4,N2O,HFCs (1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),NF3,NOx,CO,NMVOC,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Year,Level
3.  Agriculture,1195.2641083318638,1181.5527555243875,62.65555277955896,,,,,,37.744564186025,"NO,NE,NA",118.43110710319571,NO,1996,Sector
"4.  Land use, land-use change and forestry  (4)",477.1863477679066,197.66351128784328,6.74716244705503,,,,,,1.00917782345416,24.23309020049664,NO,NO,1996,Sector
5.  Waste,1137.1148666002075,2635.5697451162005,3.7673696937774,,,,,,5.19978481141332,35.2039977412784,18.65405114847622,2.97760015873218,1996,Sector
6.  Other   (please specify)(6),NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,1996,Sector
