GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4,N2O,HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),NF3,NOx,CO,NMVOC,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Year,Level
1. Energy,408165.494681147,323.29178780062085,8.41133248346801,,,,,,1010.4274475940817,1285.7740220207897,240.76709598515694,316.8238894440247,2014,Sector
2.  Industrial processes and product use,30180.1959719624,5.07755215305834,3.00564614677622,13343.159754723687,219.21137511376557,NO,0.01864851157775,2.096730672e-05,17.00403878451408,319.98446499922454,453.1572796842399,25.32138806369191,2014,Sector
