GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4,N2O,HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),NF3,NOx,CO,NMVOC,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Year,Level
1. Energy,326511.76114692504,230.26855347012858,7.57899512253192,,,,,,648.6239443592852,1049.3349445584277,185.43822842596876,111.94170660631426,2021,Sector
2.  Industrial processes and product use,20131.738578163502,2.08975826988951,2.64813305860004,10819.710287153594,192.87758176493475,NO,0.01794968163969,2.096730672e-05,9.94142403456041,198.48357909933708,454.15874154738106,14.72009450311729,2021,Sector
