GREENHOUSE GAS SOURCE AND SINK CATEGORIES,CO2 (kt),CH4,N2O,HFCs (1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),NF3,NOx,CO,NMVOC,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Year,Level
3.  Agriculture,859.0096490498295,1078.7614625925924,57.26894493295221,,,,,,32.92079157160392,"NO,NE,NA",117.97342730234398,NO,2001,Sector
"4.  Land use, land-use change and forestry  (4)",-1495.0972301047432,197.58148177907387,6.19810157626104,,,,,,1.06092956146788,32.04931479299866,NO,NO,2001,Sector
5.  Waste,646.1555472784232,2303.2111790972876,4.11266942840248,,,,,,3.09422991101537,56.38739452713606,17.04321258047635,2.39961558085965,2001,Sector
6.  Other   (please specify)(6),NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,2001,Sector
