GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4,N2O,HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),NF3,NOx,CO,NMVOC,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Year,Level
1. Energy,535874.7025984254,565.2589187571984,10.54871559463337,,,,,,1718.2755431154462,2995.164760572568,655.5300108971107,857.7351955655139,2004,Sector
2.  Industrial processes and product use,37405.59760832267,6.20504703382807,14.56326623839524,7917.718776473689,407.081950631323,"NO,NE",0.04750396522097,1.795263565e-05,21.1391734984795,388.53284608756843,535.5549864681032,49.16652463126308,2004,Sector
