GREENHOUSE GAS SOURCE AND SINK CATEGORIES,CO2 (kt),CH4,N2O,HFCs (1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),NF3,NOx,CO,NMVOC,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Year,Level
3.  Agriculture,1256.3574723310057,1164.6136234693122,60.95224997161547,,,,,,40.37079010923892,126.37501421538559,117.15507986962542,0.7958497224367,1992,Sector
"4.  Land use, land-use change and forestry  (4)",2374.4276213895605,198.31694951960333,7.06894699115106,,,,,,0.79883766647786,16.73164087142031,NO,NO,1992,Sector
5.  Waste,1408.0338995909156,2539.285596165915,3.46097799976552,,,,,,6.39852108917936,36.19440340814779,18.55839808167983,7.46030904649931,1992,Sector
6.  Other   (please specify)(6),NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,1992,Sector
