GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4,N2O,HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),NF3,NOx,CO,NMVOC,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Year,Level
1. Energy,485406.0617491702,404.68186757038455,8.2819389229078,,,,,,1203.6530305003207,1658.2562688949786,325.1242002552695,436.92726501813223,2010,Sector
2.  Industrial processes and product use,26553.465040629388,5.02966506515596,7.04736794375131,11503.328448886346,257.10069799553,"NO,NE",0.02887383599001,2.096730672e-05,15.70360480165546,241.74554341748882,462.04279161613687,29.58194097344773,2010,Sector
