GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 (kt),CH4,N2O,HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),NF3,NOx,CO,NMVOC,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Year,Level
Memo items:(7),,,,,,,,,,,,,2004,Sector
International bunkers,40906.76217643202,0.25487320334994,1.43401084644828,,,,,,360.396318098184,30.22616371915293,9.94503612503796,120.67566461795015,2004,Sector
Multilateral operations,NE,NE,NE,,,,,,NE,NE,NE,NE,2004,Sector
CO2 emissions from biomass,10134.709972730972,,,,,,,,,,,,2004,Sector
CO2 captured,NO,,,,,,,,,,,,2004,Sector
Long-term storage of C in waste disposal sites,NE,,,,,,,,,,,,2004,Sector
Indirect N2O,,,8.89015316121796,,,,,,,,,,2004,Sector
Indirect CO2,"NO,NE",,,,,,,,,,,,2004,Sector
