GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4,N2O,HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Year,Level
1. Energy,363817.8322614321,264.9203513317465,7.9441087124557,,,,2017,Sector
2.  Industrial processes and product use,23010.664638579565,3.26213617261481,3.01497098481555,13267.859903241419,386.9175695624334,0.01930961810709,2017,Sector
