GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4,N2O,HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),NF3,NOx,CO,NMVOC,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Year,Level
1. Energy,522914.2198673837,1154.9613538814494,12.52443099020078,,,,,,2385.687774274216,5651.666256358241,1361.5112569996504,2454.1052074012996,1995,Sector
2.  Industrial processes and product use,42581.24896397609,9.67780179114274,50.04405327312988,15619.653424166467,533.2729159722217,"NO,NE",0.05493050010729,1.590983377e-05,37.53337511573667,638.7832115998926,785.2988429724239,82.30453840381739,1995,Sector
