GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 (kt),CH4,N2O,HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),NF3,NOx,CO,NMVOC,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Year,Level
Memo items:(7),,,,,,,,,,,,,2007,Sector
International bunkers,44967.75830281183,0.2845445219001,1.58232469498615,,,,,,409.66017471431405,32.53010278530185,11.43791995603635,121.49755558963193,2007,Sector
Multilateral operations,NE,NE,NE,,,,,,NE,NE,NE,NE,2007,Sector
CO2 emissions from biomass,12330.524054473577,,,,,,,,,,,,2007,Sector
CO2 captured,NO,,,,,,,,,,,,2007,Sector
Long-term storage of C in waste disposal sites,NE,,,,,,,,,,,,2007,Sector
Indirect N2O,,,8.17744751222447,,,,,,,,,,2007,Sector
Indirect CO2,"NO,NE",,,,,,,,,,,,2007,Sector
