GREENHOUSE GAS SOURCE AND SINK CATEGORIES,CO2 (kt),CH4,N2O,HFCs (1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),NF3,NOx,CO,NMVOC,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Year,Level
3.  Agriculture,972.7244192167443,1135.3312487707701,59.65839795831264,,,,,,34.75152198900019,"NO,NE,NA",119.37914963355807,NO,2000,Sector
"4.  Land use, land-use change and forestry  (4)",-881.9565978461866,197.43298536900156,6.341672087864,,,,,,1.2585235589586,33.12555816503257,NO,NO,2000,Sector
5.  Waste,709.6248054484236,2369.6580134540804,4.12757377325753,,,,,,2.5452020915428,34.66461901825445,17.13804395607938,1.36597189526083,2000,Sector
6.  Other   (please specify)(6),NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,2000,Sector
