GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4,N2O,HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),NF3,NOx,CO,NMVOC,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Year,Level
1. Energy,363817.8322614321,264.9203513317465,7.9441087124557,,,,,,844.6629138562612,1175.7412415157044,220.19382646651889,169.05218270118317,2017,Sector
2.  Industrial processes and product use,23010.664638579565,3.26213617261481,3.01497098481555,13267.859903241419,386.9175695624334,NO,0.01930961810709,2.096730672e-05,14.16389146881049,221.8099583762413,458.63120765608556,21.85274529165858,2017,Sector
