GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4,N2O,HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),NF3,NOx,CO,NMVOC,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Year,Level
1. Energy,447132.9217394318,340.85998083563913,8.65113595789591,,,,,,1084.3666446612865,1375.7915231025079,260.1037163532717,392.6739351904521,2013,Sector
2.  Industrial processes and product use,30319.639452665302,5.21360768406689,2.93340495673303,13176.893651548758,274.1761522509474,"NO,NE",0.02019341537578,2.096730672e-05,17.37084088364474,303.56322715310296,454.7565696620189,24.84410370465619,2013,Sector
