GREENHOUSE GAS SOURCE AND SINK CATEGORIES,CO2 (kt),CH4,N2O,HFCs (1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),NF3,NOx,CO,NMVOC,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Year,Level
3.  Agriculture,1570.3225281620612,1081.377448128633,54.98736285553965,,,,,,30.33862163422098,"NO,NE,NA",117.2436486360645,NO,2005,Sector
"4.  Land use, land-use change and forestry  (4)",-3616.9083917041617,198.65009710115555,5.79764564956108,,,,,,1.3488569628304,40.70137370221517,NO,NO,2005,Sector
5.  Waste,539.2044098749911,1839.173091480709,4.3554145459438,,,,,,2.21828117424409,33.64267813211865,14.80230974211984,0.93851254942662,2005,Sector
6.  Other   (please specify)(6),NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,2005,Sector
