GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4,N2O,HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Year,Level
1. Energy,485406.0617491702,404.68186757038455,8.2819389229078,,,,2010,Sector
2.  Industrial processes and product use,26553.465040629388,5.02966506515596,7.04736794375131,11503.328448886346,257.10069799553,0.02887383599001,2010,Sector
