GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),Sheet,Country,Year,Level
3.  Agriculture,96.00717011506573,114.5196614017947,10.91003443326911,Summary1.As2,HUNGARY,1998,Sector
"4.  Land use, land-use change and forestry  (4)",-4282.38319812232,0.84879781262557,0.15588143928705,Summary1.As2,HUNGARY,1998,Sector
5.  Waste,96.8785481457,152.2015787273027,0.42839947522406,Summary1.As2,HUNGARY,1998,Sector
6.  Other   (please specify)(6),,,,Summary1.As2,HUNGARY,1998,Sector
