GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4,N2O,HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),519058.06775931595,,,,,,GBR,1998,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,71405.296497704,3.46010647405443,0.87198306383296,,,,GBR,1998,Subsector,1. Energy
3.  Transport,127850.70178422405,32.50761339280048,5.78677723917551,,,,GBR,1998,Subsector,1. Energy
4.  Other sectors,119393.33068488305,43.07257449519771,0.96320446020867,,,,GBR,1998,Subsector,1. Energy
5.  Other,3198.315392694225,0.08558554095752,0.11404735489688,,,,GBR,1998,Subsector,1. Energy
B. Fugitive emissions from fuels,7506.621715465976,825.4581863042447,0.18929767629556,,,,GBR,1998,Subsector,1. Energy
