GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),53756.24717201357,,,,,,Summary1.As1,FINLAND,2011,Subsector,1. Energy
                                           Sectoral approach(2),51776.444116501196,10.962906117,2.034715042,,,,Summary1.As1,FINLAND,2011,Subsector,1. Energy
1.  Energy industries,24595.56815147,1.066101874,1.079665334,,,,Summary1.As1,FINLAND,2011,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,9490.846980492193,0.829180396,0.432701147,,,,Summary1.As1,FINLAND,2011,Subsector,1. Energy
3.  Transport,12395.500180000001,0.817491825,0.271555022,,,,Summary1.As1,FINLAND,2011,Subsector,1. Energy
4.  Other sectors,4268.824634747,8.124153102,0.226610889,,,,Summary1.As1,FINLAND,2011,Subsector,1. Energy
5.  Other,1025.704169792,0.12597892,0.02418265,,,,Summary1.As1,FINLAND,2011,Subsector,1. Energy
B. Fugitive emissions from fuels,87.7924673,1.5593392365,0.00323194,,,,Summary1.As1,FINLAND,2011,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,87.7924673,1.5593392365,0.00323194,,,,Summary1.As1,FINLAND,2011,Subsector,1. Energy
A.  Mineral industry,1257.1603599019181,,,,,,Summary1.As1,FINLAND,2011,Subsector,1. Energy
