GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),31861.96343784314,,,,,,Summary1.As1,FINLAND,2021,Subsector,1. Energy
                                           Sectoral approach(2),33445.253346482954,10.330670792,1.893680235,,,,Summary1.As1,FINLAND,2021,Subsector,1. Energy
1.  Energy industries,13121.576261748,1.326918563,0.871226434,,,,Summary1.As1,FINLAND,2021,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,6248.520082713952,0.87523358,0.511619158,,,,Summary1.As1,FINLAND,2021,Subsector,1. Energy
3.  Transport,9886.20046,0.480186893,0.285621473,,,,Summary1.As1,FINLAND,2021,Subsector,1. Energy
4.  Other sectors,3397.3984150310002,7.548527286,0.20674674,,,,Summary1.As1,FINLAND,2021,Subsector,1. Energy
5.  Other,791.55812699,0.09980447,0.01846643,,,,Summary1.As1,FINLAND,2021,Subsector,1. Energy
B. Fugitive emissions from fuels,67.86286364,0.950416101,0.00256009,,,,Summary1.As1,FINLAND,2021,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,67.86286364,0.950416101,0.00256009,,,,Summary1.As1,FINLAND,2021,Subsector,1. Energy
A.  Mineral industry,1016.993804870918,,,,,,Summary1.As1,FINLAND,2021,Subsector,1. Energy
