GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),40085.09545305699,,,,,,Summary1.As1,FINLAND,2017,Subsector,1. Energy
                                           Sectoral approach(2),39978.77751535684,11.123467475,1.875838373,,,,Summary1.As1,FINLAND,2017,Subsector,1. Energy
1.  Energy industries,17234.26380934,1.12519761,0.84658373,,,,Summary1.As1,FINLAND,2017,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,6490.542687228838,0.889467099,0.505773774,,,,Summary1.As1,FINLAND,2017,Subsector,1. Energy
3.  Transport,11367.53412,0.556968429,0.282295239,,,,Summary1.As1,FINLAND,2017,Subsector,1. Energy
4.  Other sectors,3955.368958308,8.444474767,0.22008206,,,,Summary1.As1,FINLAND,2017,Subsector,1. Energy
5.  Other,931.06794048,0.10735957,0.02110357,,,,Summary1.As1,FINLAND,2017,Subsector,1. Energy
B. Fugitive emissions from fuels,146.58761346,1.20808877516211,0.00533118,,,,Summary1.As1,FINLAND,2017,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,146.58761346,1.20808877516211,0.00533118,,,,Summary1.As1,FINLAND,2017,Subsector,1. Energy
A.  Mineral industry,1135.3549648794656,,,,,,Summary1.As1,FINLAND,2017,Subsector,1. Energy
