GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),52854.41470773163,,,,,,Summary1.As1,FINLAND,2005,Subsector,1. Energy
                                           Sectoral approach(2),52718.50581735652,11.543465833,1.988650642,,,,Summary1.As1,FINLAND,2005,Subsector,1. Energy
1.  Energy industries,21878.94279924,1.0090532,0.82532739,,,,Summary1.As1,FINLAND,2005,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,11186.177841750516,0.661271753,0.547752577,,,,Summary1.As1,FINLAND,2005,Subsector,1. Energy
3.  Transport,12742.69086,1.477110359,0.325080577,,,,Summary1.As1,FINLAND,2005,Subsector,1. Energy
4.  Other sectors,5423.544865946,8.224961031,0.254723148,,,,Summary1.As1,FINLAND,2005,Subsector,1. Energy
5.  Other,1487.14945042,0.17106949,0.03576695,,,,Summary1.As1,FINLAND,2005,Subsector,1. Energy
B. Fugitive emissions from fuels,70.4217544,2.890622508,0.00251917,,,,Summary1.As1,FINLAND,2005,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,70.4217544,2.890622508,0.00251917,,,,Summary1.As1,FINLAND,2005,Subsector,1. Energy
A.  Mineral industry,1176.1347280359673,,,,,,Summary1.As1,FINLAND,2005,Subsector,1. Energy
