GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),68018.75213367799,,,,,,Summary1.As1,FINLAND,2003,Subsector,1. Energy
                                           Sectoral approach(2),68262.37510313066,11.791137885,2.301930395,,,,Summary1.As1,FINLAND,2003,Subsector,1. Energy
1.  Energy industries,37117.905535911,1.32793436,1.071974839,,,,Summary1.As1,FINLAND,2003,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,11383.88977138666,0.695029374,0.562975983,,,,Summary1.As1,FINLAND,2003,Subsector,1. Energy
3.  Transport,12401.356039999999,1.724191659,0.369577206,,,,Summary1.As1,FINLAND,2003,Subsector,1. Energy
4.  Other sectors,5841.741185833,7.878527382,0.261198937,,,,Summary1.As1,FINLAND,2003,Subsector,1. Energy
5.  Other,1517.48257,0.16545511,0.03620343,,,,Summary1.As1,FINLAND,2003,Subsector,1. Energy
B. Fugitive emissions from fuels,56.02196,2.791769679,0.00202418,,,,Summary1.As1,FINLAND,2003,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,56.02196,2.791769679,0.00202418,,,,Summary1.As1,FINLAND,2003,Subsector,1. Energy
A.  Mineral industry,1127.5811720170304,,,,,,Summary1.As1,FINLAND,2003,Subsector,1. Energy
