GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),53666.27492782242,,,,,,Summary1.As1,FINLAND,1999,Subsector,1. Energy
                                           Sectoral approach(2),54492.426843894056,11.588260859,2.046114008,,,,Summary1.As1,FINLAND,1999,Subsector,1. Energy
1.  Energy industries,23378.07780925,0.763747079,0.68666502,,,,Summary1.As1,FINLAND,1999,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,11704.882937375054,0.717923455,0.607988625,,,,Summary1.As1,FINLAND,1999,Subsector,1. Energy
3.  Transport,11988.70462,2.664329843,0.457363248,,,,Summary1.As1,FINLAND,1999,Subsector,1. Energy
4.  Other sectors,6115.635813869,7.289261762,0.261974285,,,,Summary1.As1,FINLAND,1999,Subsector,1. Energy
5.  Other,1305.1256634,0.15299872,0.03212283,,,,Summary1.As1,FINLAND,1999,Subsector,1. Energy
B. Fugitive emissions from fuels,55.1502,2.666897314,0.00195328,,,,Summary1.As1,FINLAND,1999,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,55.1502,2.666897314,0.00195328,,,,Summary1.As1,FINLAND,1999,Subsector,1. Energy
A.  Mineral industry,1030.011957712423,,,,,,Summary1.As1,FINLAND,1999,Subsector,1. Energy
