GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),36747.651922066994,,,,,,Summary1.As1,FINLAND,2019,Subsector,1. Energy
                                           Sectoral approach(2),38058.49351297762,10.799495097,1.945355833,,,,Summary1.As1,FINLAND,2019,Subsector,1. Energy
1.  Energy industries,15948.60331024,1.2212588,0.90534266,,,,Summary1.As1,FINLAND,2019,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,6415.023563068623,0.854625685,0.519156593,,,,Summary1.As1,FINLAND,2019,Subsector,1. Energy
3.  Transport,11152.47215,0.501326179,0.29393699,,,,Summary1.As1,FINLAND,2019,Subsector,1. Energy
4.  Other sectors,3762.810669529,8.131437403,0.2092357,,,,Summary1.As1,FINLAND,2019,Subsector,1. Energy
5.  Other,779.58382014,0.09084703,0.01768389,,,,Summary1.As1,FINLAND,2019,Subsector,1. Energy
B. Fugitive emissions from fuels,65.14468332,1.04691252675188,0.00237861,,,,Summary1.As1,FINLAND,2019,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,65.14468332,1.04691252675188,0.00237861,,,,Summary1.As1,FINLAND,2019,Subsector,1. Energy
A.  Mineral industry,972.2814244588951,,,,,,Summary1.As1,FINLAND,2019,Subsector,1. Energy
