GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Unspecified mix of HFCs and PFCs(1)
Long-term storage of C in waste disposal sites,4438.063836672524,,,,,,Summary1.As3,ITALY,2014,Sector,
Indirect N2O,,,3.77264875220766,,,,Summary1.As3,ITALY,2014,Sector,
International bunkers,14530.915235208831,0.53909581057853,0.38873265385726,,,,Summary1.As3,ITALY,2015,Sector,
CO2 emissions from biomass,45618.160175385645,,,,,,Summary1.As3,ITALY,2015,Sector,
Long-term storage of C in waste disposal sites,4009.2258386406,,,,,,Summary1.As3,ITALY,2015,Sector,
Indirect N2O,,,3.58013965862982,,,,Summary1.As3,ITALY,2015,Sector,
International bunkers,16080.44060934481,0.62032749353883,0.42270876040126,,,,Summary1.As3,ITALY,2016,Sector,
CO2 emissions from biomass,44787.086858356895,,,,,,Summary1.As3,ITALY,2016,Sector,
Long-term storage of C in waste disposal sites,3020.7789813512663,,,,,,Summary1.As3,ITALY,2016,Sector,
Indirect N2O,,,3.51779671398043,,,,Summary1.As3,ITALY,2016,Sector,
International bunkers,17073.438647129507,0.63450081369622,0.4357057146612,,,,Summary1.As3,ITALY,2017,Sector,
CO2 emissions from biomass,46898.27191917871,,,,,,Summary1.As3,ITALY,2017,Sector,
Long-term storage of C in waste disposal sites,3268.172939277767,,,,,,Summary1.As3,ITALY,2017,Sector,
Indirect N2O,,,3.45445749077202,,,,Summary1.As3,ITALY,2017,Sector,
International bunkers,18105.69848201857,0.66186735333909,0.45590630717354,,,,Summary1.As3,ITALY,2018,Sector,
CO2 emissions from biomass,45388.51161766616,,,,,,Summary1.As3,ITALY,2018,Sector,
Long-term storage of C in waste disposal sites,3005.2974525636328,,,,,,Summary1.As3,ITALY,2018,Sector,
Indirect N2O,,,3.29079253258036,,,,Summary1.As3,ITALY,2018,Sector,
International bunkers,17806.21573382587,0.59594925901984,0.4488049024046,,,,Summary1.As3,ITALY,2019,Sector,
CO2 emissions from biomass,45751.5302420225,,,,,,Summary1.As3,ITALY,2019,Sector,
Long-term storage of C in waste disposal sites,2854.330772437808,,,,,,Summary1.As3,ITALY,2019,Sector,
Indirect N2O,,,3.20311400374622,,,,Summary1.As3,ITALY,2019,Sector,
International bunkers,7981.79227263952,0.42388991223176,0.21245657920021,,,,Summary1.As3,ITALY,2020,Sector,
CO2 emissions from biomass,45013.72509610495,,,,,,Summary1.As3,ITALY,2020,Sector,
Long-term storage of C in waste disposal sites,2601.956561947294,,,,,,Summary1.As3,ITALY,2020,Sector,
Indirect N2O,,,2.85776022882876,,,,Summary1.As3,ITALY,2020,Sector,
International bunkers,10594.455985845234,0.56693965117095,0.28468823605134,,,,Summary1.As3,ITALY,2021,Sector,
CO2 emissions from biomass,47325.18270776189,,,,,,Summary1.As3,ITALY,2021,Sector,
Long-term storage of C in waste disposal sites,2463.569837485178,,,,,,Summary1.As3,ITALY,2021,Sector,
Indirect N2O,,,3.03282164942269,,,,Summary1.As3,ITALY,2021,Sector,
