GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector,Unspecified mix of HFCs and PFCs(1)
C.  Incineration and open burning of waste (5),499.2089836573254,2.31091580372281,0.12728067448573,,,,Summary1.As2,ITALY,1994,Subsector,5.  Waste,
D.  Wastewater treatment and discharge,,123.1334224472192,4.13973454161206,,,,Summary1.As2,ITALY,1994,Subsector,5.  Waste,
A.  Enteric fermentation,,596.3186522595046,,,,,Summary1.As2,ITALY,1995,Subsector,3.  Agriculture,
B.  Manure management,,184.31861885334868,9.08082044257528,,,,Summary1.As2,ITALY,1995,Subsector,3.  Agriculture,
C.  Rice cultivation,,79.5583679179417,,,,,Summary1.As2,ITALY,1995,Subsector,3.  Agriculture,
D.  Agricultural soils,,,41.50224278346039,,,,Summary1.As2,ITALY,1995,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.56035080699297,0.01225904322174,,,,Summary1.As2,ITALY,1995,Subsector,3.  Agriculture,
G. Liming,1.38986597251659,,,,,,Summary1.As2,ITALY,1995,Subsector,3.  Agriculture,
H. Urea application,512.05088,,,,,,Summary1.As2,ITALY,1995,Subsector,3.  Agriculture,
I.  Other carbon-contining fertilizers,54.03106031922157,,,,,,Summary1.As2,ITALY,1995,Subsector,3.  Agriculture,
J.  Other ,,,,,,,Summary1.As2,ITALY,1995,Subsector,3.  Agriculture,
B. Cropland (4),658.7078066083764,0.06250921916601,0.38641855449888,,,,Summary1.As2,ITALY,1995,Subsector,"4.  Land use, land-use change and forestry  (4)",
C. Grassland (4),-2146.874999604578,7.22316495825269,0.2270137558308,,,,Summary1.As2,ITALY,1995,Subsector,"4.  Land use, land-use change and forestry  (4)",
D. Wetlands (4),4.97891964350026,,,,,,Summary1.As2,ITALY,1995,Subsector,"4.  Land use, land-use change and forestry  (4)",
E. Settlements (4),8271.988322075711,,2.24520417452414,,,,Summary1.As2,ITALY,1995,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,-706.2553846457456,,,,,,Summary1.As2,ITALY,1995,Subsector,"4.  Land use, land-use change and forestry  (4)",
H. Other  (4),,,,,,,Summary1.As2,ITALY,1995,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,604.9263947249988,,,,,Summary1.As2,ITALY,1995,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),458.23262491853455,2.24958980858256,0.11719215154228,,,,Summary1.As2,ITALY,1995,Subsector,5.  Waste,
D.  Wastewater treatment and discharge,,120.78881771075764,4.10343484623164,,,,Summary1.As2,ITALY,1995,Subsector,5.  Waste,
A.  Enteric fermentation,,603.8221200468598,,,,,Summary1.As2,ITALY,1996,Subsector,3.  Agriculture,
B.  Manure management,,184.72599363920912,9.0692843776813,,,,Summary1.As2,ITALY,1996,Subsector,3.  Agriculture,
C.  Rice cultivation,,78.37460445237582,,,,,Summary1.As2,ITALY,1996,Subsector,3.  Agriculture,
D.  Agricultural soils,,,40.98835196436632,,,,Summary1.As2,ITALY,1996,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.59067050546112,0.01292480887174,,,,Summary1.As2,ITALY,1996,Subsector,3.  Agriculture,
G. Liming,1.38472445820428,,,,,,Summary1.As2,ITALY,1996,Subsector,3.  Agriculture,
H. Urea application,439.22479333333337,,,,,,Summary1.As2,ITALY,1996,Subsector,3.  Agriculture,
I.  Other carbon-contining fertilizers,48.1965539107165,,,,,,Summary1.As2,ITALY,1996,Subsector,3.  Agriculture,
J.  Other ,,,,,,,Summary1.As2,ITALY,1996,Subsector,3.  Agriculture,
B. Cropland (4),1366.8273090264108,0.08440728188794,0.33768366020123,,,,Summary1.As2,ITALY,1996,Subsector,"4.  Land use, land-use change and forestry  (4)",
C. Grassland (4),-2629.6514247538594,9.01365157963565,0.28328619250283,,,,Summary1.As2,ITALY,1996,Subsector,"4.  Land use, land-use change and forestry  (4)",
D. Wetlands (4),8.16216335000041,,,,,,Summary1.As2,ITALY,1996,Subsector,"4.  Land use, land-use change and forestry  (4)",
E. Settlements (4),6489.19669170946,,1.64673926216201,,,,Summary1.As2,ITALY,1996,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,-799.5849813119038,,,,,,Summary1.As2,ITALY,1996,Subsector,"4.  Land use, land-use change and forestry  (4)",
H. Other  (4),,,,,,,Summary1.As2,ITALY,1996,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,631.9973710976741,,,,,Summary1.As2,ITALY,1996,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),457.77863100421314,2.29085163241264,0.11423020027929,,,,Summary1.As2,ITALY,1996,Subsector,5.  Waste,
D.  Wastewater treatment and discharge,,119.54130325644564,4.20593902658833,,,,Summary1.As2,ITALY,1996,Subsector,5.  Waste,
A.  Enteric fermentation,,600.3199617285634,,,,,Summary1.As2,ITALY,1997,Subsector,3.  Agriculture,
B.  Manure management,,183.79245663535863,9.06908897276406,,,,Summary1.As2,ITALY,1997,Subsector,3.  Agriculture,
C.  Rice cultivation,,77.81541116922239,,,,,Summary1.As2,ITALY,1997,Subsector,3.  Agriculture,
D.  Agricultural soils,,,42.92502331944438,,,,Summary1.As2,ITALY,1997,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.53918076805425,0.01203975349125,,,,Summary1.As2,ITALY,1997,Subsector,3.  Agriculture,
G. Liming,1.38629502177481,,,,,,Summary1.As2,ITALY,1997,Subsector,3.  Agriculture,
H. Urea application,525.4062,,,,,,Summary1.As2,ITALY,1997,Subsector,3.  Agriculture,
I.  Other carbon-contining fertilizers,57.27117275314682,,,,,,Summary1.As2,ITALY,1997,Subsector,3.  Agriculture,
J.  Other ,,,,,,,Summary1.As2,ITALY,1997,Subsector,3.  Agriculture,
B. Cropland (4),643.2887165387226,0.1086049773993,0.28941088995333,,,,Summary1.As2,ITALY,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",
C. Grassland (4),-1501.953316460177,14.97561503216376,0.47066218672515,,,,Summary1.As2,ITALY,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",
D. Wetlands (4),8.16216335000041,,,,,,Summary1.As2,ITALY,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",
E. Settlements (4),6489.432392339246,,1.64673926216185,,,,Summary1.As2,ITALY,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,-690.7982212213062,,,,,,Summary1.As2,ITALY,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",
H. Other  (4),,,,,,,Summary1.As2,ITALY,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,654.7445394381476,,,,,Summary1.As2,ITALY,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),482.3488035420669,2.23577579606557,0.12275211880051,,,,Summary1.As2,ITALY,1997,Subsector,5.  Waste,
D.  Wastewater treatment and discharge,,118.84617391516156,4.18073159948609,,,,Summary1.As2,ITALY,1997,Subsector,5.  Waste,
A.  Enteric fermentation,,596.5366139987611,,,,,Summary1.As2,ITALY,1998,Subsector,3.  Agriculture,
B.  Manure management,,184.82990211417356,9.15362785369195,,,,Summary1.As2,ITALY,1998,Subsector,3.  Agriculture,
C.  Rice cultivation,,73.50436103001864,,,,,Summary1.As2,ITALY,1998,Subsector,3.  Agriculture,
D.  Agricultural soils,,,41.39710200594358,,,,Summary1.As2,ITALY,1998,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.60750177070422,0.01338799535534,,,,Summary1.As2,ITALY,1998,Subsector,3.  Agriculture,
G. Liming,1.3748867,,,,,,Summary1.As2,ITALY,1998,Subsector,3.  Agriculture,
H. Urea application,526.32162,,,,,,Summary1.As2,ITALY,1998,Subsector,3.  Agriculture,
I.  Other carbon-contining fertilizers,43.05096258936287,,,,,,Summary1.As2,ITALY,1998,Subsector,3.  Agriculture,
J.  Other ,,,,,,,Summary1.As2,ITALY,1998,Subsector,3.  Agriculture,
B. Cropland (4),160.53609560831768,0.18499268217167,0.24145291277476,,,,Summary1.As2,ITALY,1998,Subsector,"4.  Land use, land-use change and forestry  (4)",
C. Grassland (4),2.00516915437311,22.38054355596416,0.70338851175887,,,,Summary1.As2,ITALY,1998,Subsector,"4.  Land use, land-use change and forestry  (4)",
D. Wetlands (4),8.16216335000041,,,,,,Summary1.As2,ITALY,1998,Subsector,"4.  Land use, land-use change and forestry  (4)",
E. Settlements (4),6489.507602889959,,1.64673926216206,,,,Summary1.As2,ITALY,1998,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,-1031.742443855541,,,,,,Summary1.As2,ITALY,1998,Subsector,"4.  Land use, land-use change and forestry  (4)",
H. Other  (4),,,,,,,Summary1.As2,ITALY,1998,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,644.06178484584,,,,,Summary1.As2,ITALY,1998,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),474.7089543275495,2.35662450289854,0.12148319213293,,,,Summary1.As2,ITALY,1998,Subsector,5.  Waste,
D.  Wastewater treatment and discharge,,117.18931580643208,4.28230907122337,,,,Summary1.As2,ITALY,1998,Subsector,5.  Waste,
A.  Enteric fermentation,,604.7715392398527,,,,,Summary1.As2,ITALY,1999,Subsector,3.  Agriculture,
B.  Manure management,,186.99630872295592,9.21766003300165,,,,Summary1.As2,ITALY,1999,Subsector,3.  Agriculture,
C.  Rice cultivation,,72.0028846010572,,,,,Summary1.As2,ITALY,1999,Subsector,3.  Agriculture,
D.  Agricultural soils,,,41.99208281309378,,,,Summary1.As2,ITALY,1999,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.59685229346148,0.01326092214528,,,,Summary1.As2,ITALY,1999,Subsector,3.  Agriculture,
G. Liming,2.0117042,,,,,,Summary1.As2,ITALY,1999,Subsector,3.  Agriculture,
H. Urea application,550.8967200000001,,,,,,Summary1.As2,ITALY,1999,Subsector,3.  Agriculture,
I.  Other carbon-contining fertilizers,41.62171933312582,,,,,,Summary1.As2,ITALY,1999,Subsector,3.  Agriculture,
J.  Other ,,,,,,,Summary1.As2,ITALY,1999,Subsector,3.  Agriculture,
B. Cropland (4),-464.8086213345691,0.07117430724001,0.18838379667809,,,,Summary1.As2,ITALY,1999,Subsector,"4.  Land use, land-use change and forestry  (4)",
C. Grassland (4),-3245.0153434250155,9.65029257219815,0.30329490941194,,,,Summary1.As2,ITALY,1999,Subsector,"4.  Land use, land-use change and forestry  (4)",
D. Wetlands (4),8.16216335000041,,,,,,Summary1.As2,ITALY,1999,Subsector,"4.  Land use, land-use change and forestry  (4)",
E. Settlements (4),6490.02114347058,,1.6467392621619,,,,Summary1.As2,ITALY,1999,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,-901.007860772239,,,,,,Summary1.As2,ITALY,1999,Subsector,"4.  Land use, land-use change and forestry  (4)",
H. Other  (4),,,,,,,Summary1.As2,ITALY,1999,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,645.9874679461792,,,,,Summary1.As2,ITALY,1999,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),398.1386262088346,2.41726686497009,0.11679497465563,,,,Summary1.As2,ITALY,1999,Subsector,5.  Waste,
D.  Wastewater treatment and discharge,,115.58353347534882,4.33815098278309,,,,Summary1.As2,ITALY,1999,Subsector,5.  Waste,
A.  Enteric fermentation,,589.6209993030717,,,,,Summary1.As2,ITALY,2000,Subsector,3.  Agriculture,
B.  Manure management,,182.9321944744839,8.78852348638833,,,,Summary1.As2,ITALY,2000,Subsector,3.  Agriculture,
C.  Rice cultivation,,66.25644204174637,,,,,Summary1.As2,ITALY,2000,Subsector,3.  Agriculture,
D.  Agricultural soils,,,40.67678975395082,,,,Summary1.As2,ITALY,2000,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.56098105623126,0.01241890329414,,,,Summary1.As2,ITALY,2000,Subsector,3.  Agriculture,
G. Liming,1.84868805,,,,,,Summary1.As2,ITALY,2000,Subsector,3.  Agriculture,
H. Urea application,525.3685066666667,,,,,,Summary1.As2,ITALY,2000,Subsector,3.  Agriculture,
I.  Other carbon-contining fertilizers,43.66667583306485,,,,,,Summary1.As2,ITALY,2000,Subsector,3.  Agriculture,
J.  Other ,,,,,,,Summary1.As2,ITALY,2000,Subsector,3.  Agriculture,
B. Cropland (4),-499.81520569554056,0.12644394169857,0.14356735509093,,,,Summary1.As2,ITALY,2000,Subsector,"4.  Land use, land-use change and forestry  (4)",
C. Grassland (4),-1968.6402514056704,16.06536178481747,0.50491137037998,,,,Summary1.As2,ITALY,2000,Subsector,"4.  Land use, land-use change and forestry  (4)",
D. Wetlands (4),8.16216335000041,,,,,,Summary1.As2,ITALY,2000,Subsector,"4.  Land use, land-use change and forestry  (4)",
E. Settlements (4),6491.511300691736,,1.64705100607983,,,,Summary1.As2,ITALY,2000,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,-453.5503570215984,,,,,,Summary1.As2,ITALY,2000,Subsector,"4.  Land use, land-use change and forestry  (4)",
H. Other  (4),,,,,,,Summary1.As2,ITALY,2000,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,687.98258393213,,,,,Summary1.As2,ITALY,2000,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),208.26250157251997,2.18173429822142,0.0865309525498,,,,Summary1.As2,ITALY,2000,Subsector,5.  Waste,
D.  Wastewater treatment and discharge,,112.98092096020284,4.33119351476435,,,,Summary1.As2,ITALY,2000,Subsector,5.  Waste,
A.  Enteric fermentation,,565.8606687572697,,,,,Summary1.As2,ITALY,2001,Subsector,3.  Agriculture,
B.  Manure management,,196.06559584363487,8.82387988138113,,,,Summary1.As2,ITALY,2001,Subsector,3.  Agriculture,
C.  Rice cultivation,,66.18507610742174,,,,,Summary1.As2,ITALY,2001,Subsector,3.  Agriculture,
D.  Agricultural soils,,,40.48380546896185,,,,Summary1.As2,ITALY,2001,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.52269220585197,0.01170055173515,,,,Summary1.As2,ITALY,2001,Subsector,3.  Agriculture,
G. Liming,2.11975775,,,,,,Summary1.As2,ITALY,2001,Subsector,3.  Agriculture,
H. Urea application,539.2270400000001,,,,,,Summary1.As2,ITALY,2001,Subsector,3.  Agriculture,
I.  Other carbon-contining fertilizers,47.1289745568186,,,,,,Summary1.As2,ITALY,2001,Subsector,3.  Agriculture,
J.  Other ,,,,,,,Summary1.As2,ITALY,2001,Subsector,3.  Agriculture,
B. Cropland (4),-2762.50933001026,0.08571175194978,0.14228720055597,,,,Summary1.As2,ITALY,2001,Subsector,"4.  Land use, land-use change and forestry  (4)",
C. Grassland (4),-4173.113260593378,10.77124368307795,0.33852480146816,,,,Summary1.As2,ITALY,2001,Subsector,"4.  Land use, land-use change and forestry  (4)",
D. Wetlands (4),8.16216335000041,,,,,,Summary1.As2,ITALY,2001,Subsector,"4.  Land use, land-use change and forestry  (4)",
E. Settlements (4),6493.894391861455,,1.64705100607994,,,,Summary1.As2,ITALY,2001,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,-223.0151289423385,,,,,,Summary1.As2,ITALY,2001,Subsector,"4.  Land use, land-use change and forestry  (4)",
H. Other  (4),,,,,,,Summary1.As2,ITALY,2001,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,737.832998339332,,,,,Summary1.As2,ITALY,2001,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),229.13670620165328,2.10980808083099,0.08774855155778,,,,Summary1.As2,ITALY,2001,Subsector,5.  Waste,
D.  Wastewater treatment and discharge,,111.77396160792956,4.2787275760191,,,,Summary1.As2,ITALY,2001,Subsector,5.  Waste,
A.  Enteric fermentation,,548.3376511883883,,,,,Summary1.As2,ITALY,2002,Subsector,3.  Agriculture,
B.  Manure management,,190.79123623131008,8.53613475153616,,,,Summary1.As2,ITALY,2002,Subsector,3.  Agriculture,
C.  Rice cultivation,,68.52445311747447,,,,,Summary1.As2,ITALY,2002,Subsector,3.  Agriculture,
D.  Agricultural soils,,,40.22322014353706,,,,Summary1.As2,ITALY,2002,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.58511050041402,0.01301837142224,,,,Summary1.As2,ITALY,2002,Subsector,3.  Agriculture,
G. Liming,6.32165765,,,,,,Summary1.As2,ITALY,2002,Subsector,3.  Agriculture,
H. Urea application,560.2153333333333,,,,,,Summary1.As2,ITALY,2002,Subsector,3.  Agriculture,
I.  Other carbon-contining fertilizers,43.94794752292085,,,,,,Summary1.As2,ITALY,2002,Subsector,3.  Agriculture,
J.  Other ,,,,,,,Summary1.As2,ITALY,2002,Subsector,3.  Agriculture,
B. Cropland (4),-2026.673435707108,0.04611144773575,0.14104261956639,,,,Summary1.As2,ITALY,2002,Subsector,"4.  Land use, land-use change and forestry  (4)",
C. Grassland (4),-5411.163042259401,5.76472525064959,0.18117707930613,,,,Summary1.As2,ITALY,2002,Subsector,"4.  Land use, land-use change and forestry  (4)",
D. Wetlands (4),8.16216335000041,,,,,,Summary1.As2,ITALY,2002,Subsector,"4.  Land use, land-use change and forestry  (4)",
E. Settlements (4),6496.543973552755,,1.64705100608015,,,,Summary1.As2,ITALY,2002,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,-341.1369622428384,,,,,,Summary1.As2,ITALY,2002,Subsector,"4.  Land use, land-use change and forestry  (4)",
H. Other  (4),,,,,,,Summary1.As2,ITALY,2002,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,708.7583649781409,,,,,Summary1.As2,ITALY,2002,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),177.19274928281342,2.24788586840839,0.08264937086051,,,,Summary1.As2,ITALY,2002,Subsector,5.  Waste,
D.  Wastewater treatment and discharge,,110.36872292091904,4.28644644585753,,,,Summary1.As2,ITALY,2002,Subsector,5.  Waste,
A.  Enteric fermentation,,550.752925953652,,,,,Summary1.As2,ITALY,2003,Subsector,3.  Agriculture,
B.  Manure management,,191.0691196355406,8.50262723647095,,,,Summary1.As2,ITALY,2003,Subsector,3.  Agriculture,
C.  Rice cultivation,,69.99910798434593,,,,,Summary1.As2,ITALY,2003,Subsector,3.  Agriculture,
D.  Agricultural soils,,,39.02099864006012,,,,Summary1.As2,ITALY,2003,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.53683448873355,0.01213282870504,,,,Summary1.As2,ITALY,2003,Subsector,3.  Agriculture,
G. Liming,6.2370682,,,,,,Summary1.As2,ITALY,2003,Subsector,3.  Agriculture,
H. Urea application,564.9688,,,,,,Summary1.As2,ITALY,2003,Subsector,3.  Agriculture,
I.  Other carbon-contining fertilizers,44.77002824457709,,,,,,Summary1.As2,ITALY,2003,Subsector,3.  Agriculture,
J.  Other ,,,,,,,Summary1.As2,ITALY,2003,Subsector,3.  Agriculture,
B. Cropland (4),-1584.3128160173287,0.10700464814818,0.14295640586506,,,,Summary1.As2,ITALY,2003,Subsector,"4.  Land use, land-use change and forestry  (4)",
C. Grassland (4),-4171.779813316765,13.11422225011702,0.41216127071796,,,,Summary1.As2,ITALY,2003,Subsector,"4.  Land use, land-use change and forestry  (4)",
D. Wetlands (4),8.16216335000041,,,,,,Summary1.As2,ITALY,2003,Subsector,"4.  Land use, land-use change and forestry  (4)",
E. Settlements (4),6498.763238963978,,1.64705100607994,,,,Summary1.As2,ITALY,2003,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,-431.27667000483,,,,,,Summary1.As2,ITALY,2003,Subsector,"4.  Land use, land-use change and forestry  (4)",
H. Other  (4),,,,,,,Summary1.As2,ITALY,2003,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,701.5241807830192,,,,,Summary1.As2,ITALY,2003,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),202.24040327625997,2.16290616992856,0.08084460018416,,,,Summary1.As2,ITALY,2003,Subsector,5.  Waste,
D.  Wastewater treatment and discharge,,110.16810572534315,4.28578192051822,,,,Summary1.As2,ITALY,2003,Subsector,5.  Waste,
A.  Enteric fermentation,,519.4471380669295,,,,,Summary1.As2,ITALY,2004,Subsector,3.  Agriculture,
B.  Manure management,,186.472522087778,8.21896759550154,,,,Summary1.As2,ITALY,2004,Subsector,3.  Agriculture,
C.  Rice cultivation,,73.02542590370876,,,,,Summary1.As2,ITALY,2004,Subsector,3.  Agriculture,
D.  Agricultural soils,,,39.9465210345617,,,,Summary1.As2,ITALY,2004,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.6480827404884,0.01437269628586,,,,Summary1.As2,ITALY,2004,Subsector,3.  Agriculture,
G. Liming,10.1959275,,,,,,Summary1.As2,ITALY,2004,Subsector,3.  Agriculture,
H. Urea application,576.0445533333335,,,,,,Summary1.As2,ITALY,2004,Subsector,3.  Agriculture,
I.  Other carbon-contining fertilizers,43.59429019366791,,,,,,Summary1.As2,ITALY,2004,Subsector,3.  Agriculture,
J.  Other ,,,,,,,Summary1.As2,ITALY,2004,Subsector,3.  Agriculture,
B. Cropland (4),-1813.0830403933644,0.08810776311147,0.14236250376391,,,,Summary1.As2,ITALY,2004,Subsector,"4.  Land use, land-use change and forestry  (4)",
C. Grassland (4),-5586.506450947378,9.37613924366438,0.29467866194374,,,,Summary1.As2,ITALY,2004,Subsector,"4.  Land use, land-use change and forestry  (4)",
D. Wetlands (4),8.16216335000041,,,,,,Summary1.As2,ITALY,2004,Subsector,"4.  Land use, land-use change and forestry  (4)",
E. Settlements (4),6501.311421379261,,1.64705100608005,,,,Summary1.As2,ITALY,2004,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,-568.7252718472239,,,,,,Summary1.As2,ITALY,2004,Subsector,"4.  Land use, land-use change and forestry  (4)",
H. Other  (4),,,,,,,Summary1.As2,ITALY,2004,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,677.692118320456,,,,,Summary1.As2,ITALY,2004,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),185.35709506590655,2.63272861509056,0.09002269836893,,,,Summary1.As2,ITALY,2004,Subsector,5.  Waste,
D.  Wastewater treatment and discharge,,109.78707362952278,4.38937880857264,,,,Summary1.As2,ITALY,2004,Subsector,5.  Waste,
A.  Enteric fermentation,,517.2935351856333,,,,,Summary1.As2,ITALY,2005,Subsector,3.  Agriculture,
B.  Manure management,,187.43028684108336,8.09095126741554,,,,Summary1.As2,ITALY,2005,Subsector,3.  Agriculture,
C.  Rice cultivation,,70.08834589738916,,,,,Summary1.As2,ITALY,2005,Subsector,3.  Agriculture,
D.  Agricultural soils,,,38.51136535071377,,,,Summary1.As2,ITALY,2005,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.60492686383269,0.01348760493554,,,,Summary1.As2,ITALY,2005,Subsector,3.  Agriculture,
G. Liming,14.35733585,,,,,,Summary1.As2,ITALY,2005,Subsector,3.  Agriculture,
H. Urea application,506.92055333333343,,,,,,Summary1.As2,ITALY,2005,Subsector,3.  Agriculture,
I.  Other carbon-contining fertilizers,42.46534213886544,,,,,,Summary1.As2,ITALY,2005,Subsector,3.  Agriculture,
J.  Other ,,,,,,,Summary1.As2,ITALY,2005,Subsector,3.  Agriculture,
B. Cropland (4),-1846.3003624315988,0.0585106373957,0.14143230838427,,,,Summary1.As2,ITALY,2005,Subsector,"4.  Land use, land-use change and forestry  (4)",
C. Grassland (4),-6355.173298745711,6.92882185852582,0.21776297269653,,,,Summary1.As2,ITALY,2005,Subsector,"4.  Land use, land-use change and forestry  (4)",
D. Wetlands (4),8.16216335000041,,,,,,Summary1.As2,ITALY,2005,Subsector,"4.  Land use, land-use change and forestry  (4)",
E. Settlements (4),7291.916578084865,,1.72350571988772,,,,Summary1.As2,ITALY,2005,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,-502.6846353558428,,,,,,Summary1.As2,ITALY,2005,Subsector,"4.  Land use, land-use change and forestry  (4)",
H. Other  (4),,,,,,,Summary1.As2,ITALY,2005,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,680.0955480058468,,,,,Summary1.As2,ITALY,2005,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),230.15254111054665,2.38351610312937,0.08586308102328,,,,Summary1.As2,ITALY,2005,Subsector,5.  Waste,
D.  Wastewater treatment and discharge,,109.70725159437548,4.40863144702209,,,,Summary1.As2,ITALY,2005,Subsector,5.  Waste,
A.  Enteric fermentation,,502.734023937194,,,,,Summary1.As2,ITALY,2006,Subsector,3.  Agriculture,
B.  Manure management,,187.1196670560004,7.89072589577534,,,,Summary1.As2,ITALY,2006,Subsector,3.  Agriculture,
C.  Rice cultivation,,70.19624126891583,,,,,Summary1.As2,ITALY,2006,Subsector,3.  Agriculture,
D.  Agricultural soils,,,38.25837421932999,,,,Summary1.As2,ITALY,2006,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.59147625518289,0.01325949890225,,,,Summary1.As2,ITALY,2006,Subsector,3.  Agriculture,
G. Liming,11.77719785,,,,,,Summary1.As2,ITALY,2006,Subsector,3.  Agriculture,
H. Urea application,539.3574266666668,,,,,,Summary1.As2,ITALY,2006,Subsector,3.  Agriculture,
I.  Other carbon-contining fertilizers,39.26705962818368,,,,,,Summary1.As2,ITALY,2006,Subsector,3.  Agriculture,
J.  Other ,,,,,,,Summary1.As2,ITALY,2006,Subsector,3.  Agriculture,
B. Cropland (4),-2498.5152781714123,0.05272569370222,0.14125049586819,,,,Summary1.As2,ITALY,2006,Subsector,"4.  Land use, land-use change and forestry  (4)",
C. Grassland (4),-6675.928732228409,5.97388770839478,0.18775075654955,,,,Summary1.As2,ITALY,2006,Subsector,"4.  Land use, land-use change and forestry  (4)",
D. Wetlands (4),8.16216334999843,,,,,,Summary1.As2,ITALY,2006,Subsector,"4.  Land use, land-use change and forestry  (4)",
E. Settlements (4),7301.698424041127,,1.72350571988762,,,,Summary1.As2,ITALY,2006,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,-715.1092830837694,,,,,,Summary1.As2,ITALY,2006,Subsector,"4.  Land use, land-use change and forestry  (4)",
H. Other  (4),,,,,,,Summary1.As2,ITALY,2006,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,657.1734927423689,,,,,Summary1.As2,ITALY,2006,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),243.8368408670101,2.32123972701926,0.08567175227266,,,,Summary1.As2,ITALY,2006,Subsector,5.  Waste,
D.  Wastewater treatment and discharge,,109.49659979402216,4.39304186948726,,,,Summary1.As2,ITALY,2006,Subsector,5.  Waste,
A.  Enteric fermentation,,521.1891608206508,,,,,Summary1.As2,ITALY,2007,Subsector,3.  Agriculture,
B.  Manure management,,190.66028800445696,8.11783635824531,,,,Summary1.As2,ITALY,2007,Subsector,3.  Agriculture,
C.  Rice cultivation,,72.08033016468745,,,,,Summary1.As2,ITALY,2007,Subsector,3.  Agriculture,
D.  Agricultural soils,,,37.91574609389888,,,,Summary1.As2,ITALY,2007,Subsector,3.  Agriculture,
