GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),Sheet,Country,Year,Level
1. Energy,5739845.448879018,12709.620850102448,273.1737945027339,,,,,Summary1.As1,USA,2002,Sector
2.  Industrial processes and product use,197856.79470548625,9.667223136,76.9410727648828,103783.53003401155,9261.400691481154,5410.6946954000005,0.70185438824619,Summary1.As1,USA,2002,Sector
