GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),Sheet,Country,Year,Level
3.  Agriculture,7224.287356598683,9570.846958796892,1171.6826830966097,Summary1.As2,USA,2009,Sector
"4.  Land use, land-use change and forestry  (4)",-787014.0734941516,2066.2852410164737,32.83428027729522,Summary1.As2,USA,2009,Sector
5.  Waste,,5797.292086474248,74.70831743654102,Summary1.As2,USA,2009,Sector
