GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),Sheet,Country,Year,Level
1. Energy,4855039.589645948,10798.09814508418,147.91315300363496,,,,,Summary1.As1,USA,2021,Sector
2.  Industrial processes and product use,168912.98292723956,15.75762231136787,74.47946915746822,158774.99211566665,3541.2980977850507,16320.387023379999,0.34121606520066,Summary1.As1,USA,2021,Sector
