GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),Sheet,Country,Year,Level
1. Energy,5919385.778158273,12967.777667955806,246.98032167876883,,,,,Summary1.As1,USA,2007,Sector
2.  Industrial processes and product use,202515.47706099064,3.422331104,101.03102786009826,123357.34635060468,7223.821342757177,7887.2833015999995,0.57102284678159,Summary1.As1,USA,2007,Sector
