GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),Sheet,Country,Year,Level
1. Energy,5340018.475983656,12929.418360721027,196.50744622799573,,,,,Summary1.As1,USA,2014,Sector
2.  Industrial processes and product use,180564.81543494595,6.38168223574312,76.63754262457921,141872.59055387747,5235.703026800921,12179.584698,0.33370705988589,Summary1.As1,USA,2014,Sector
