GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),Sheet,Country,Year,Level
3.  Agriculture,7725.949029264055,9365.30457858399,1151.1040922274553,Summary1.As2,USA,1998,Sector
"4.  Land use, land-use change and forestry  (4)",-904835.0498073034,1836.8599479228205,12.67132087601779,Summary1.As2,USA,1998,Sector
5.  Waste,,6862.892650141358,67.37047321281752,Summary1.As2,USA,1998,Sector
