GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),Sheet,Country,Year,Level
1. Energy,5196851.110679829,13753.744767903585,271.17002913805123,,,,,Summary1.As1,USA,1995,Sector
2.  Industrial processes and product use,221359.56789665928,14.136683616,123.55878105719098,62970.60215771738,16774.57605478777,1735.0753378000002,1.11707308620444,Summary1.As1,USA,1995,Sector
