GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),Sheet,Country,Year,Level
1. Energy,4899840.639517832,14536.071093305189,230.63143758772094,,,,,Summary1.As1,USA,1990,Sector
2.  Industrial processes and product use,214010.2723531481,11.131649208,111.6877930340196,38783.35635222793,21831.123100642624,252.430704,1.29873975368099,Summary1.As1,USA,1990,Sector
