GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),Sheet,Country,Year,Level
International bunkers,96811.96934540237,4.82275830536615,2.74243290849199,Summary1.As3,USA,1994,Sector
CO2 emissions from biomass,249279.2103424428,,,Summary1.As3,USA,1994,Sector
