GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),Sheet,Country,Year,Level
1. Energy,5383513.873083606,13728.283030422437,278.58269764792743,,,,,Summary1.As1,USA,1996,Sector
2.  Industrial processes and product use,222522.860803662,15.112260688,124.8508584219531,71320.87414730055,17878.380620503638,3176.3570042,1.08979390825754,Summary1.As1,USA,1996,Sector
