GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),Sheet,Country,Year,Level
1. Energy,5501810.535105302,13404.091106117638,288.40936545295426,,,,,Summary1.As1,USA,1998,Sector
2.  Industrial processes and product use,223744.06636399904,15.653265424,87.58672575485856,97729.04192302628,15279.186053928304,4620.634590400001,0.89303124993217,Summary1.As1,USA,1998,Sector
