GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),Sheet,Country,Year,Level
International bunkers,124278.73681003346,4.1149219991051,3.59712199603429,Summary1.As3,USA,2018,Sector
CO2 emissions from biomass,335973.31747371383,,,Summary1.As3,USA,2018,Sector
