GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),Sheet,Country,Year,Level
1. Energy,5061057.881356755,13886.278518114943,255.17114713586048,,,,,Summary1.As1,USA,1993,Sector
2.  Industrial processes and product use,205354.95053081712,13.0206049,109.84374092251136,40266.43051478533,17546.60220957448,545.4603594,1.23164755802573,Summary1.As1,USA,1993,Sector
