GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),Sheet,Country,Year,Level
1. Energy,5296535.388270435,12991.274848530109,202.95570688914157,,,,,Summary1.As1,USA,2013,Sector
2.  Industrial processes and product use,175270.7125234261,4.31946289306422,70.87362377637764,137522.77899470416,5563.992312017321,11558.749500599999,0.33730050867001,Summary1.As1,USA,2013,Sector
