GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),Sheet,Country,Year,Level
1. Energy,5844597.404028296,13045.397495803229,256.5585445162443,,,,,Summary1.As1,USA,2006,Sector
2.  Industrial processes and product use,200213.69067430243,3.286788832,87.62218885434174,113206.2955232945,5905.479596573232,7447.574559799999,0.62323642622084,Summary1.As1,USA,2006,Sector
