GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),Sheet,Country,Year,Level
1. Energy,5498170.65853916,13353.519325000565,226.42119453696833,,,,,Summary1.As1,USA,2010,Sector
2.  Industrial processes and product use,172983.04783870908,3.115593936,75.10773104909796,135113.78617342946,4316.778539689997,9557.3961246,0.40855479698006,Summary1.As1,USA,2010,Sector
