GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),Sheet,Country,Year,Level
1. Energy,5904591.331043248,12842.112325475091,267.66378285463827,,,,,Summary1.As1,USA,2004,Sector
2.  Industrial processes and product use,200581.5980261835,8.14841984,70.57779843281943,106706.34673404835,6183.119520807,6638.269902999999,0.66868171463398,Summary1.As1,USA,2004,Sector
