GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),Sheet,Country,Year,Level
1. Energy,5701593.809435992,13032.760265110577,275.14000157019217,,,,,Summary1.As1,USA,2001,Sector
2.  Industrial processes and product use,198254.47589666242,9.421200592,73.47086066380812,98171.78494364752,7460.350943015492,4756.5691548,0.73512056651977,Summary1.As1,USA,2001,Sector
