GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),2717.372826666669,,,,,,Summary1.As1,MALTA,2008,Subsector,1. Energy
                                           Sectoral approach(2),2686.4598124396407,0.16375999209205,0.03256939208914,,,,Summary1.As1,MALTA,2008,Subsector,1. Energy
1.  Energy industries,1985.7486,0.077418,0.0154836,,,,Summary1.As1,MALTA,2008,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,36.8555,0.001301,0.000251,,,,Summary1.As1,MALTA,2008,Subsector,1. Energy
3.  Transport,542.2527297853517,0.0679799803201,0.01217838349307,,,,Summary1.As1,MALTA,2008,Subsector,1. Energy
4.  Other sectors,119.8946738676,0.01696843031952,0.00460926635837,,,,Summary1.As1,MALTA,2008,Subsector,1. Energy
5.  Other,1.70830878668932,9.258145243e-05,4.71422377e-05,,,,Summary1.As1,MALTA,2008,Subsector,1. Energy
B. Fugitive emissions from fuels,,,,,,,Summary1.As1,MALTA,2008,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,,,,,,,Summary1.As1,MALTA,2008,Subsector,1. Energy
A.  Mineral industry,0.046314,,,,,,Summary1.As1,MALTA,2008,Subsector,1. Energy
