GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),2715.4787000000024,,,,,,Summary1.As1,MALTA,2012,Subsector,1. Energy
                                           Sectoral approach(2),2711.1808080727865,0.16231559919008,0.03055475097625,,,,Summary1.As1,MALTA,2012,Subsector,1. Energy
1.  Energy industries,2018.9918999999998,0.078657,0.0157314,,,,Summary1.As1,MALTA,2012,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,27.7481,0.000960332,0.0001828664,,,,Summary1.As1,MALTA,2012,Subsector,1. Energy
3.  Transport,537.584035277789,0.05260742832503,0.01160702644047,,,,Summary1.As1,MALTA,2012,Subsector,1. Energy
4.  Other sectors,124.3960121528,0.029953562517,0.00296573194636,,,,Summary1.As1,MALTA,2012,Subsector,1. Energy
5.  Other,2.46076064219783,0.00013727634805,6.772618942e-05,,,,Summary1.As1,MALTA,2012,Subsector,1. Energy
B. Fugitive emissions from fuels,,,,,,,Summary1.As1,MALTA,2012,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,,,,,,,Summary1.As1,MALTA,2012,Subsector,1. Energy
A.  Mineral industry,0.901068915,,,,,,Summary1.As1,MALTA,2012,Subsector,1. Energy
