GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level
"4.  Land use, land-use change and forestry  (4)",5791.4441674528725,136.58829087565184,0.00206981358982,,,,Summary1.As2,ICELAND,2001,Sector
5.  Waste,2.58283756890481,12.045122683749,0.02074426213866,,,,Summary1.As2,ICELAND,2001,Sector
3.  Agriculture,2.46940597037,14.44701390634009,0.81414521491678,,,,Summary1.As2,ICELAND,2002,Sector
"4.  Land use, land-use change and forestry  (4)",5814.708595775116,136.3763822349298,0.00220358370014,,,,Summary1.As2,ICELAND,2002,Sector
5.  Waste,2.40210392443181,12.549465542228,0.01867753557066,,,,Summary1.As2,ICELAND,2002,Sector
3.  Agriculture,4.771920234073,14.20444805761971,0.80179399585466,,,,Summary1.As2,ICELAND,2003,Sector
"4.  Land use, land-use change and forestry  (4)",5817.917092752936,136.24655087519176,0.00235701170056,,,,Summary1.As2,ICELAND,2003,Sector
5.  Waste,2.05423837758581,12.338557974296,0.01876581717866,,,,Summary1.As2,ICELAND,2003,Sector
3.  Agriculture,6.980600988647,13.9289049858505,0.79990723289979,,,,Summary1.As2,ICELAND,2004,Sector
"4.  Land use, land-use change and forestry  (4)",5823.239811500034,136.10532292321156,0.00242168932094,,,,Summary1.As2,ICELAND,2004,Sector
5.  Waste,5.22785267321043,12.338263755373,0.01873389321628,,,,Summary1.As2,ICELAND,2004,Sector
3.  Agriculture,6.2209546558,14.05492150475543,0.79631091487875,,,,Summary1.As2,ICELAND,2005,Sector
"4.  Land use, land-use change and forestry  (4)",5829.271121920059,135.90714759043018,0.00252196953708,,,,Summary1.As2,ICELAND,2005,Sector
5.  Waste,4.79160062558087,11.784849006734,0.01882598975657,,,,Summary1.As2,ICELAND,2005,Sector
3.  Agriculture,5.45176687407,14.4219970040782,0.85683354368006,,,,Summary1.As2,ICELAND,2006,Sector
"4.  Land use, land-use change and forestry  (4)",5890.468144654015,135.79421685413527,0.02106744526682,,,,Summary1.As2,ICELAND,2006,Sector
5.  Waste,4.99432256032034,12.740857131695,0.01993311338528,,,,Summary1.As2,ICELAND,2006,Sector
3.  Agriculture,4.427063942421,14.7057413605959,0.89129083496853,,,,Summary1.As2,ICELAND,2007,Sector
