GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),52496.63371333151,,,,,Summary1.As1,BULGARIA,2007,Subsector,1. Energy
                                           Sectoral approach(2),48565.450557336124,12.76874066318241,1.09889778584695,,,Summary1.As1,BULGARIA,2007,Subsector,1. Energy
1.  Energy industries,30598.717803278258,0.333077669,0.4122502227,,,Summary1.As1,BULGARIA,2007,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,7807.33090025271,0.44157392409187,0.10444034395848,,,Summary1.As1,BULGARIA,2007,Subsector,1. Energy
3.  Transport,7961.787765177242,1.27847861183294,0.22498681415808,,,Summary1.As1,BULGARIA,2007,Subsector,1. Energy
4.  Other sectors,2090.366482791457,10.714860475,0.354220472,,,Summary1.As1,BULGARIA,2007,Subsector,1. Energy
5.  Other,107.24760583645293,0.0007499832576,0.00299993303039,,,Summary1.As1,BULGARIA,2007,Subsector,1. Energy
B. Fugitive emissions from fuels,139.7818485000786,47.30675331141507,0.00084885072261,,,Summary1.As1,BULGARIA,2007,Subsector,1. Energy
1.  Solid fuels,27.8075888,38.48203859942566,,,,Summary1.As1,BULGARIA,2007,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,111.97425970007862,8.82471471198941,0.00084885072261,,,Summary1.As1,BULGARIA,2007,Subsector,1. Energy
