GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
B.  Chemical industry,1555.686689726453,0.3851262372,2.16174567463842,,,Summary1.As1,BULGARIA,2002,Subsector,2.  Industrial processes and product use
C.  Metal industry,2274.7231627233214,0.972483,,,,Summary1.As1,BULGARIA,2002,Subsector,2.  Industrial processes and product use
D.  Non-energy products from fuels and solvent use ,22.8536,,,,,Summary1.As1,BULGARIA,2002,Subsector,2.  Industrial processes and product use
F.  Product uses as substitutes for ODS,,,,60.98259301843715,,Summary1.As1,BULGARIA,2002,Subsector,2.  Industrial processes and product use
G.  Other product manufacture and use ,23.99107543876831,,0.13176148071838,,0.00031869860884,Summary1.As1,BULGARIA,2002,Subsector,2.  Industrial processes and product use
H.  Other(3),,,,,,Summary1.As1,BULGARIA,2002,Subsector,2.  Industrial processes and product use
