GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),48879.518268195294,,,,,Summary1.As1,BULGARIA,2003,Subsector,1. Energy
                                           Sectoral approach(2),44067.26527231187,14.17945145359135,1.05948804715483,,,Summary1.As1,BULGARIA,2003,Subsector,1. Energy
1.  Energy industries,27022.521422015277,0.298065472,0.3542628701,,,Summary1.As1,BULGARIA,2003,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,8086.109752837449,0.52308139225094,0.09309587236704,,,Summary1.As1,BULGARIA,2003,Subsector,1. Energy
3.  Transport,6345.628830485325,1.39389267348432,0.22043903526343,,,Summary1.As1,BULGARIA,2003,Subsector,1. Energy
4.  Other sectors,2562.0313645528927,11.964055455,0.390264426,,,Summary1.As1,BULGARIA,2003,Subsector,1. Energy
5.  Other,50.97390242092533,0.00035646085609,0.00142584342436,,,Summary1.As1,BULGARIA,2003,Subsector,1. Energy
B. Fugitive emissions from fuels,116.2589984889456,63.67984339220803,0.00059145208391,,,Summary1.As1,BULGARIA,2003,Subsector,1. Energy
1.  Solid fuels,37.7736544,56.28065719656961,,,,Summary1.As1,BULGARIA,2003,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,78.4853440889456,7.39918619563842,0.00059145208391,,,Summary1.As1,BULGARIA,2003,Subsector,1. Energy
