GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),43387.507091892214,,,,,Summary1.As1,BULGARIA,2000,Subsector,1. Energy
                                           Sectoral approach(2),38925.64297513288,11.61336735767494,0.9662828351507,,,Summary1.As1,BULGARIA,2000,Subsector,1. Energy
1.  Energy industries,24091.044120256487,0.271718955,0.3099581925,,,Summary1.As1,BULGARIA,2000,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,7195.526648178721,0.35401004559275,0.06553996057111,,,Summary1.As1,BULGARIA,2000,Subsector,1. Energy
3.  Transport,5367.558718020774,1.42349965175847,0.20429637178472,,,Summary1.As1,BULGARIA,2000,Subsector,1. Energy
4.  Other sectors,2225.1735773851524,9.56381465,0.385192089,,,Summary1.As1,BULGARIA,2000,Subsector,1. Energy
5.  Other,46.33991129175029,0.00032405532372,0.00129622129487,,,Summary1.As1,BULGARIA,2000,Subsector,1. Energy
B. Fugitive emissions from fuels,124.44147005769464,51.78925960579051,0.00063018924243,,,Summary1.As1,BULGARIA,2000,Subsector,1. Energy
1.  Solid fuels,37.6845616,44.3153122596424,,,,Summary1.As1,BULGARIA,2000,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,86.75690845769464,7.47394734614811,0.00063018924243,,,Summary1.As1,BULGARIA,2000,Subsector,1. Energy
