GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),58229.581964192956,,,,,Summary1.As1,BULGARIA,1991,Subsector,1. Energy
                                           Sectoral approach(2),54689.3833571326,12.25328125325255,1.27038979672556,,,Summary1.As1,BULGARIA,1991,Subsector,1. Energy
1.  Energy industries,29952.79379354972,0.377483707,0.3633927305,,,Summary1.As1,BULGARIA,1991,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,15652.403736055825,0.81300169082775,0.20065479683185,,,Summary1.As1,BULGARIA,1991,Subsector,1. Energy
3.  Transport,3466.886242050446,1.34309257008595,0.18032275486757,,,Summary1.As1,BULGARIA,1991,Subsector,1. Energy
4.  Other sectors,5535.8737413496765,9.71913387384146,0.52374186853658,,,Summary1.As1,BULGARIA,1991,Subsector,1. Energy
5.  Other,81.42584412693269,0.00056941149739,0.00227764598956,,,Summary1.As1,BULGARIA,1991,Subsector,1. Energy
B. Fugitive emissions from fuels,89.67799147667343,72.20330848079276,0.00047070615385,,,Summary1.As1,BULGARIA,1991,Subsector,1. Energy
1.  Solid fuels,54.7211216,66.09294595509225,,,,Summary1.As1,BULGARIA,1991,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,34.95686987667343,6.1103625257005,0.00047070615385,,,Summary1.As1,BULGARIA,1991,Subsector,1. Energy
