GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),34566.99246707447,,,,,,Summary1.As1,BULGARIA,2020,Subsector,1. Energy
                                           Sectoral approach(2),32244.814669171585,15.31720569459596,1.02000086505672,,,,Summary1.As1,BULGARIA,2020,Subsector,1. Energy
1.  Energy industries,17786.503864946066,0.730881526715,0.2990079325929,,,,Summary1.As1,BULGARIA,2020,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,3969.2554386812003,0.58496113172927,0.11368027223625,,,,Summary1.As1,BULGARIA,2020,Subsector,1. Energy
3.  Transport,9121.51244115302,0.80841105928116,0.30584719402206,,,,Summary1.As1,BULGARIA,2020,Subsector,1. Energy
4.  Other sectors,1366.5429217908716,13.19294498384535,0.3014374941048,,,,Summary1.As1,BULGARIA,2020,Subsector,1. Energy
5.  Other,1.000002600427,6.99302518e-06,2.797210071e-05,,,,Summary1.As1,BULGARIA,2020,Subsector,1. Energy
B. Fugitive emissions from fuels,684.3802836226876,37.48787372198691,0.00244651323478,,,,Summary1.As1,BULGARIA,2020,Subsector,1. Energy
1.  Solid fuels,18.052849408,26.89390174264418,,,,,Summary1.As1,BULGARIA,2020,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,666.3274342146876,10.59397197934273,0.00244651323478,,,,Summary1.As1,BULGARIA,2020,Subsector,1. Energy
