GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),49393.91382653088,,,,,Summary1.As1,BULGARIA,2006,Subsector,1. Energy
                                           Sectoral approach(2),45028.032682093035,13.64304779351334,1.12361617065719,,,Summary1.As1,BULGARIA,2006,Subsector,1. Energy
1.  Energy industries,27277.907413357556,0.298016628,0.3622407825,,,Summary1.As1,BULGARIA,2006,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,7158.980398802525,0.41646560447689,0.10555329879981,,,Summary1.As1,BULGARIA,2006,Subsector,1. Energy
3.  Transport,8169.208555494596,1.35196189521701,0.26045018757963,,,Summary1.As1,BULGARIA,2006,Subsector,1. Energy
4.  Other sectors,2361.823458858846,11.5761832962,0.3936904233,,,Summary1.As1,BULGARIA,2006,Subsector,1. Energy
5.  Other,60.11285557951089,0.00042036961944,0.00168147847775,,,Summary1.As1,BULGARIA,2006,Subsector,1. Energy
B. Fugitive emissions from fuels,128.63735018109435,42.59758636792238,0.00084858918414,,,Summary1.As1,BULGARIA,2006,Subsector,1. Energy
1.  Solid fuels,22.4063792,33.21579522621639,,,,Summary1.As1,BULGARIA,2006,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,106.23097098109436,9.38179114170599,0.00084858918414,,,Summary1.As1,BULGARIA,2006,Subsector,1. Energy
