GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),55257.7760337389,,,,,Summary1.As1,BULGARIA,1996,Subsector,1. Energy
                                           Sectoral approach(2),49438.177866919126,13.15798194554178,1.07432006784647,,,Summary1.As1,BULGARIA,1996,Subsector,1. Energy
1.  Energy industries,27341.01179290133,0.345394913,0.3385563595,,,Summary1.As1,BULGARIA,1996,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,13346.201780780068,0.65638186831327,0.14363146864766,,,Summary1.As1,BULGARIA,1996,Subsector,1. Energy
3.  Transport,4137.419208511716,1.72536207052515,0.19837766515364,,,Summary1.As1,BULGARIA,1996,Subsector,1. Energy
4.  Other sectors,4553.6341994131035,10.43042413646341,0.39207874558537,,,Summary1.As1,BULGARIA,1996,Subsector,1. Energy
5.  Other,59.91088531290576,0.00041895723995,0.0016758289598,,,Summary1.As1,BULGARIA,1996,Subsector,1. Energy
B. Fugitive emissions from fuels,160.08317160745818,76.57525953890254,0.00080852064802,,,Summary1.As1,BULGARIA,1996,Subsector,1. Energy
1.  Solid fuels,57.4704864,69.11459513857184,,,,Summary1.As1,BULGARIA,1996,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,102.61268520745818,7.46066440033069,0.00080852064802,,,Summary1.As1,BULGARIA,1996,Subsector,1. Energy
