GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),45824.64326295872,,,,,,Summary1.As1,BULGARIA,2010,Subsector,1. Energy
                                           Sectoral approach(2),43979.367589259586,13.50161341172468,1.00057484686267,,,,Summary1.As1,BULGARIA,2010,Subsector,1. Energy
1.  Energy industries,31200.834107903356,0.351758976,0.4124883753,,,,Summary1.As1,BULGARIA,2010,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,3128.484867975036,0.3479995681402,0.07022988847619,,,,Summary1.As1,BULGARIA,2010,Subsector,1. Energy
3.  Transport,7886.851939800673,1.17646265076876,0.23907926932361,,,,Summary1.As1,BULGARIA,2010,Subsector,1. Energy
4.  Other sectors,1738.5303439328459,11.625219725,0.2780873465,,,,Summary1.As1,BULGARIA,2010,Subsector,1. Energy
5.  Other,24.66632964767272,0.00017249181572,0.00068996726287,,,,Summary1.As1,BULGARIA,2010,Subsector,1. Energy
B. Fugitive emissions from fuels,374.3639993402167,49.05156363787585,0.00213829290676,,,,Summary1.As1,BULGARIA,2010,Subsector,1. Energy
1.  Solid fuels,31.2710944,40.83940077745251,,,,,Summary1.As1,BULGARIA,2010,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,343.09290494021667,8.21216286042334,0.00213829290676,,,,Summary1.As1,BULGARIA,2010,Subsector,1. Energy
