GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
B.  Chemical industry,3456.4151568141765,0.652840138,5.76583657833648,,Summary1.As1,BULGARIA,1989,Subsector,2.  Industrial processes and product use
C.  Metal industry,3212.6822588691007,1.418143,,,Summary1.As1,BULGARIA,1989,Subsector,2.  Industrial processes and product use
D.  Non-energy products from fuels and solvent use ,113.75319999999999,,,,Summary1.As1,BULGARIA,1989,Subsector,2.  Industrial processes and product use
G.  Other product manufacture and use ,26.19778600787573,,0.1093469902523,0.00015313218791,Summary1.As1,BULGARIA,1989,Subsector,2.  Industrial processes and product use
H.  Other(3),,,,,Summary1.As1,BULGARIA,1989,Subsector,2.  Industrial processes and product use
