GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),56803.486776813836,,,,,Summary1.As1,BULGARIA,1995,Subsector,1. Energy
                                           Sectoral approach(2),48702.077380204,11.50995450958346,1.0654441939373,,,Summary1.As1,BULGARIA,1995,Subsector,1. Energy
1.  Energy industries,27336.861109059446,0.337089094,0.340349521,,,Summary1.As1,BULGARIA,1995,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,13027.79227050125,0.62888287180389,0.14034814585596,,,Summary1.As1,BULGARIA,1995,Subsector,1. Energy
3.  Transport,4204.180386640165,1.98828544093204,0.23379176331316,,,Summary1.As1,BULGARIA,1995,Subsector,1. Energy
4.  Other sectors,4069.0297369274253,8.55524805475609,0.34915857140243,,,Summary1.As1,BULGARIA,1995,Subsector,1. Energy
5.  Other,64.21387707571114,0.00044904809144,0.00179619236575,,,Summary1.As1,BULGARIA,1995,Subsector,1. Energy
B. Fugitive emissions from fuels,166.9102423320255,78.23380696556939,0.00091091827506,,,Summary1.As1,BULGARIA,1995,Subsector,1. Energy
1.  Solid fuels,58.9268464,71.05313709034874,,,,Summary1.As1,BULGARIA,1995,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,107.98339593202549,7.18066987522064,0.00091091827506,,,Summary1.As1,BULGARIA,1995,Subsector,1. Energy
